id;nom_site;geojson;surface;etat
144;Les Launes;{"type":"MultiPolygon","coordinates":[[[[6.95710764638964,44.1020306937105],[6.95735022062382,44.1020265130795],[6.95739679487678,44.101961016488],[6.95752487407242,44.1018355972806],[6.95757144832538,44.1017631327284],[6.95761802257834,44.101700422948],[6.95761802257834,44.1015959064996],[6.95762190376609,44.1014565509477],[6.95755786416827,44.1014189248923],[6.95741814140938,44.1013799052541],[6.9573735077503,44.1013617889847],[6.95716586420584,44.1013617889847],[6.95705525035506,44.1013729374588],[6.95697762660013,44.1014105635434],[6.95691940878393,44.1014816349713],[6.95687671571871,44.1015387707631],[6.95687671571871,44.1016154162507],[6.95692523056555,44.1016600099432],[6.95693687412879,44.1017269004189],[6.95694463650428,44.1018369908288],[6.9569504582859,44.1019038811043],[6.95702614144696,44.1019958551095],[6.95710764638964,44.1020306937105]]]]};3509.0;bon
145;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.81720778553813,44.3271559217707],[6.81730000957623,44.3271366466935],[6.81729340278803,44.3270976391594],[6.81716817766683,44.3271244107145],[6.81700317671061,44.3271480788742],[6.81690760761154,44.3271513976145],[6.81685885101292,44.3271695339879],[6.81687024400636,44.3271840868001],[6.81689775520772,44.3271906056809],[6.81700163473519,44.3271869983599],[6.81706178434563,44.3271834147153],[6.81720778553813,44.3271559217707]]]]};150.0;bon
146;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.8053898133239,44.3353352399078],[6.80545261987115,44.335252282648],[6.80536370052102,44.3351163062739],[6.80536458665118,44.3349598281341],[6.80535242071216,44.3348211948774],[6.80527803815273,44.3346683405781],[6.80520941466121,44.3346011887926],[6.80517965345801,44.3345398472708],[6.80511797456045,44.3345123239124],[6.80509909994556,44.3346131900876],[6.80514673343732,44.3346647027907],[6.8051896870635,44.3347951238751],[6.80522577662621,44.3348869230285],[6.80526143338955,44.3350359990903],[6.8052501539118,44.3351437579039],[6.80528719067421,44.335249835255],[6.80531357266494,44.3353031109052],[6.8053898133239,44.3353352399078]]]]};883.0;moyen
147;Col de la Cayolle;{"type":"MultiPolygon","coordinates":[[[[6.74709954371285,44.2628578124063],[6.74742145491236,44.2627343467371],[6.74746447621126,44.2626316632797],[6.74736065845668,44.2625462558861],[6.74732739907334,44.2625596644286],[6.7472333566342,44.2626221684648],[6.74713513668643,44.2626429033524],[6.74708821767389,44.2626864252186],[6.74709954371285,44.2628578124063]]]]};585.0;moyen
148;Lac des Grenouilles;{"type":"MultiPolygon","coordinates":[[[[7.48466479976633,44.0976914473524],[7.48460716611936,44.097645918496],[7.4845091889195,44.0975314063688],[7.48454569022925,44.0976597151228],[7.48456298032334,44.0977121422755],[7.48455721695865,44.0977714676817],[7.48454184798612,44.0978887386584],[7.48452263677046,44.0980336024849],[7.48454376910768,44.0981605304983],[7.48470514331922,44.098337125542],[7.48470322219764,44.0984792289832],[7.48446116088035,44.0986171931625],[7.4842844176963,44.098662721271],[7.48416530815922,44.0986751380218],[7.48369847561872,44.0988558704325],[7.48352365355624,44.0989193335907],[7.48342567635638,44.0989607225702],[7.48318361503908,44.099003491152],[7.48308948008236,44.098935889186],[7.48302608307069,44.0988876020201],[7.48297613390998,44.0988144813796],[7.48289736792578,44.0987468791975],[7.4827609682946,44.098662721271],[7.48264570100065,44.098592359634],[7.48256501389489,44.0985344146935],[7.48261688417717,44.0987068697064],[7.48273023034955,44.0987806802982],[7.48283877371802,44.0988413842673],[7.48287047222385,44.0988648380568],[7.48289544680421,44.098926231756],[7.48302224082755,44.0990117689384],[7.48305009709026,44.0990841995203],[7.48310677017645,44.099137315224],[7.48325661765858,44.0991145513568],[7.48339013560741,44.0990793708176],[7.48345449317986,44.0990628152625],[7.48361874907375,44.0989662410986],[7.48368790945011,44.0989296808383],[7.48386369207338,44.0988717362284],[7.48404331693979,44.0988206897393],[7.48424983750811,44.098784129389],[7.48443810742157,44.0987668839329],[7.48451975508811,44.09874067083],[7.48457450705274,44.0987213559046],[7.48463406182128,44.0986703092857],[7.48473299958192,44.0986027069388],[7.48479447547202,44.0985557991425],[7.48484346407195,44.0984978541662],[7.4848636358484,44.0984640529038],[7.48488668930718,44.0984095569503],[7.48489053155032,44.0983047038352],[7.4848184894916,44.0982508975592],[7.48474068406818,44.0981805354321],[7.48472243341331,44.0981743270051],[7.48469553771139,44.0980708531257],[7.48468016873886,44.0979542723381],[7.48466479976633,44.0976914473524]]]]};3609.0;moyen
149;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.8121423842841,44.3298296612725],[6.8121362153437,44.329773753371],[6.8121132392625,44.3296489835391],[6.81206189825423,44.3295050170623],[6.81217082912339,44.3292979409071],[6.8121780143546,44.3291571766762],[6.8122395899068,44.328989113809],[6.81236046537515,44.3289595092436],[6.81252432762687,44.328826016967],[6.81269919925199,44.3286704673599],[6.81289504716477,44.3285171795058],[6.81308315499994,44.3283417371662],[6.81326927264031,44.3281058224601],[6.813316532315,44.3279726369106],[6.81335092440189,44.3278339183917],[6.81335281569513,44.3276455028308],[6.81332939782167,44.3275760577491],[6.81351357097239,44.3275278125704],[6.81363638863416,44.3274652526087],[6.813781318846,44.3274527498598],[6.81420565217783,44.3274455001604],[6.81448013375634,44.3273776762487],[6.81486087351308,44.3273106483167],[6.8151402441009,44.3272845086096],[6.81547349542168,44.3273162915606],[6.81581854500198,44.3272759114781],[6.8161521761469,44.3272206045895],[6.81646450732681,44.327151177949],[6.81658226089766,44.3270581579248],[6.81636975545938,44.3270980500283],[6.81611293817379,44.3271636679982],[6.81595613917274,44.3271545369785],[6.81557191758208,44.3272007618493],[6.81526410029952,44.3271755706016],[6.81503258342729,44.3271701528811],[6.81488624788333,44.3271617783009],[6.8148209017525,44.3272118812014],[6.81476188874325,44.3272632591047],[6.81466139233339,44.3272861798318],[6.81439566074916,44.3272983914325],[6.81424221980268,44.3273082006592],[6.81403388879031,44.327337852428],[6.8137596143016,44.3273159775708],[6.81349354298401,44.3273850027153],[6.8132773261634,44.3275449777533],[6.81320777699967,44.3277491940413],[6.81319542344292,44.3278131533361],[6.81295216419822,44.3279426741627],[6.81275705193397,44.3281377921689],[6.81249357704985,44.3283382706412],[6.81228361716646,44.328529418204],[6.81210700923309,44.3287829393796],[6.81199014916413,44.3288721980345],[6.81184481342696,44.3288787329944],[6.81157878281634,44.3287937832888],[6.81145238723187,44.3287413622091],[6.81134308496903,44.3286644308658],[6.81121990135528,44.3286597330327],[6.81125605420215,44.3287018298503],[6.81134257262374,44.3287496544936],[6.81140446040284,44.3288028176529],[6.81151235788586,44.3288588699043],[6.81158728404036,44.3288891582602],[6.81168248502692,44.3289112692994],[6.81184564664865,44.328922054468],[6.81185371661368,44.3289800733869],[6.81180904197726,44.3290279626778],[6.81174895041068,44.3290943246546],[6.81170494805707,44.3291212628219],[6.81159727058375,44.329192264519],[6.81146304456436,44.3293329493224],[6.81133897562018,44.3294389004419],[6.81136979928114,44.3294946356021],[6.8114157794001,44.3294661341619],[6.8115127380913,44.3293596281671],[6.81163513034543,44.3292597143412],[6.8117133491702,44.3292151464386],[6.81179715864698,44.3292227040215],[6.81180842017893,44.3292043754095],[6.81183141488525,44.3291437843785],[6.81199548914431,44.3289205951589],[6.81221432483221,44.3287993978698],[6.81231051721769,44.3286196705043],[6.81242922258397,44.3284959661492],[6.81270405988361,44.3282786504785],[6.81295302908543,44.3280173861931],[6.81323020246599,44.3278657610657],[6.81324510902644,44.3279325117693],[6.81312512463031,44.3281609003078],[6.8130947943299,44.328205302866],[6.81299499840563,44.3282386615858],[6.81282941272194,44.3283774463484],[6.81272887457559,44.3284616551458],[6.8125867245136,44.3286392398862],[6.8124801533681,44.3287266473761],[6.81246181679044,44.3287945512012],[6.81237521863152,44.3288693071062],[6.8122111444807,44.3289377809264],[6.81216093987786,44.3289963260442],[6.81214760612925,44.3290457445066],[6.81207433692441,44.3291947799266],[6.8120698010533,44.3293130296517],[6.81202090092092,44.3293909623905],[6.81184636627521,44.3294896951973],[6.81157086762562,44.3295425990039],[6.81129278896619,44.3295881173594],[6.8111651062308,44.3296403793183],[6.81115277029919,44.3296736935114],[6.81120916898002,44.3296762225793],[6.81129492648287,44.329650826538],[6.81136366095777,44.3296200413179],[6.81147783335545,44.3296145876432],[6.81161841342673,44.3295992490968],[6.81165101402303,44.329650438056],[6.81163609883053,44.3296763675491],[6.81153267596733,44.3297487164696],[6.81144574402691,44.3297876069838],[6.81134678773106,44.329771605254],[6.81128020121126,44.3297724191753],[6.81130546452957,44.3298074193926],[6.81135398397925,44.3298475926004],[6.81140515340989,44.3298652512959],[6.8114508627142,44.329863666367],[6.81155026093201,44.3298243435808],[6.81165395491143,44.329725078111],[6.81175540026341,44.3296542924858],[6.81182192622281,44.3295906970588],[6.8119212934421,44.3295199833348],[6.81194320470816,44.3295670583832],[6.81200391968324,44.3296337155167],[6.81202593144325,44.3296822819109],[6.81204559473644,44.3297578368871],[6.81204950963899,44.3298159999224],[6.81206302096118,44.3298501413787],[6.8121423842841,44.3298296612725]]]]};8429.0;bon
150;Alpage de Couesto;{"type":"MultiPolygon","coordinates":[[[[6.70562122882339,44.1917471642923],[6.70554896617358,44.1917720968964],[6.70558250063508,44.1917852728876],[6.70565902448318,44.1917601962744],[6.70573514859817,44.1917289967792],[6.70578089608139,44.1916681510435],[6.70577983068592,44.191586405304],[6.70574397873603,44.1915160442532],[6.70567985424945,44.1914262021258],[6.70564340396409,44.1914120974724],[6.70556402983169,44.1913933068636],[6.70546153708219,44.1913906336737],[6.70536849913551,44.1914019590386],[6.70515108715254,44.1914236228045],[6.70506278994471,44.191420469632],[6.70498785166945,44.1914045924066],[6.70493395463581,44.1914278859189],[6.70500481744438,44.1914684371803],[6.70513064367976,44.1914805406747],[6.70539706514399,44.1914694936963],[6.70555302913641,44.1914642238671],[6.70560925694848,44.1914766420543],[6.70570434545808,44.191518410729],[6.7057294218286,44.191641263207],[6.70562122882339,44.1917471642923]]]]};601.0;mauvais
151;Vallon de la Braisse;{"type":"MultiPolygon","coordinates":[[[[6.82313134410255,44.2949172574584],[6.82314915934558,44.2948967176602],[6.82314689039864,44.2948630861968],[6.82313325732226,44.2948191241808],[6.82311622980855,44.2948197167654],[6.82306607545001,44.2948352528297],[6.82303772112367,44.2948576916742],[6.82301465496173,44.2948952694001],[6.82302087132662,44.2949241666155],[6.82306780020932,44.294924065745],[6.82313134410255,44.2949172574584]]]]};93.0;bon
152;Vallon du Lauzanier;{"type":"MultiPolygon","coordinates":[[[[6.88372059200508,44.4114158291708],[6.88375104335755,44.4114229382786],[6.88388552184585,44.4113660367785],[6.88403237433083,44.4113025698345],[6.88412052069469,44.4112565048827],[6.88415987137455,44.4111855832683],[6.88409198489182,44.4111317394989],[6.88402396153899,44.4110553957963],[6.88395300869039,44.4109362098901],[6.88392215724275,44.4108401505578],[6.88393118127294,44.4107846203126],[6.88388124793149,44.4107638775085],[6.88360096102722,44.4106500317369],[6.88346376461096,44.4105219439859],[6.88337097005952,44.4104587402055],[6.88302169272345,44.4103166568712],[6.88286110131033,44.4101801737952],[6.88279273642319,44.4100363634647],[6.88265932241194,44.4098385994943],[6.88265371904784,44.4097569799226],[6.88258235099377,44.4096316793786],[6.88252741801236,44.4095589649493],[6.88239553514383,44.4093417154062],[6.88217873814529,44.4090098632285],[6.88213359011991,44.4088509036242],[6.88230510469421,44.4086894212962],[6.88224229855946,44.4086681224841],[6.88202089743157,44.408518443768],[6.88198567097391,44.4085871821786],[6.88170466377239,44.4089202334888],[6.88177450869981,44.4093349855147],[6.88189989144014,44.4097068793488],[6.88215377707302,44.4098932390798],[6.88250622151966,44.4101436179329],[6.88270649635979,44.4102347197199],[6.88289799084992,44.4103435164016],[6.88321659932929,44.4105582699748],[6.88332912591941,44.4106596224769],[6.88341231153408,44.4107282755226],[6.88347421433705,44.4108610747509],[6.88343365571774,44.4111222427786],[6.8834978705326,44.4112887040278],[6.88372059200508,44.4114158291708]]]]};11690.0;moyen
153;Rouchouse;{"type":"MultiPolygon","coordinates":[[[[6.90262620655116,44.4666332296422],[6.90274846400381,44.4665010671568],[6.90283519424187,44.4663507399473],[6.90296156586133,44.4662163855048],[6.90305674296231,44.4661056325342],[6.90306224295028,44.4659786423372],[6.90304261904916,44.4658392299363],[6.9030991244602,44.4657063318934],[6.903215749562,44.4655753958537],[6.90331223092605,44.46540119876],[6.90323462257621,44.4653732679296],[6.90315370971356,44.4654835157342],[6.90307901748145,44.4655393387266],[6.90301804004403,44.4657521605115],[6.90298494855766,44.4658106016024],[6.90293181690517,44.465909626259],[6.9029570180425,44.4660058849871],[6.9029543779884,44.4661123322997],[6.90279335125702,44.4662826776103],[6.90270148104586,44.4663790004991],[6.90264498301726,44.4664914384742],[6.90259742918453,44.4665473272897],[6.90257616904832,44.4665910274534],[6.90262620655116,44.4666332296422]]]]};1129.0;mauvais
154;Alpage de Couesto;{"type":"MultiPolygon","coordinates":[[[[6.70051841782138,44.190851092376],[6.70084017533298,44.1907952439467],[6.70095190911142,44.1906565284018],[6.70087071937014,44.1905662324852],[6.70053459292027,44.1906194932493],[6.70031045420168,44.1906689653148],[6.70028972451414,44.190743273473],[6.7003026229175,44.1908103196573],[6.70051841782138,44.190851092376]]]]};1131.0;mauvais
155;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.82875419005098,44.3114631285935],[6.82887360713456,44.3114550524081],[6.82890756740347,44.3114734454613],[6.82896793595022,44.3114791724904],[6.82903348055481,44.3114808038498],[6.82907937702699,44.3115144420288],[6.82910324931822,44.311544932375],[6.82917486634597,44.3116364033854],[6.82911914564069,44.3116187686776],[6.82905772090138,44.3115974174287],[6.82897120791916,44.311608262546],[6.82889330291808,44.3116657909538],[6.82884217391878,44.3117967765553],[6.82882849359763,44.311836405975],[6.82871900353386,44.3119106958751],[6.82863977796119,44.3119486937264],[6.82860819329352,44.311965455282],[6.82845465391108,44.3120334490822],[6.82837130769073,44.3120911666646],[6.82824364850496,44.312138682137],[6.82809755719294,44.3121555173773],[6.82791312102162,44.3121697728926],[6.82770148414724,44.3121849755794],[6.82765463435175,44.3122179296684],[6.82768421021678,44.3122521369199],[6.82773475488709,44.3122738679373],[6.82774774650806,44.3123047375827],[6.82772371286194,44.31235255803],[6.82769503078328,44.3124122862096],[6.82773284787068,44.3124070536565],[6.8277755772488,44.3123938194311],[6.8278716522944,44.3123630658435],[6.82797527885864,44.3123633713003],[6.82815480340451,44.3123571173558],[6.82832212783918,44.3123317117776],[6.82852674111971,44.3122932609628],[6.82862746377231,44.3122505989458],[6.82868984144139,44.3122053575771],[6.82863216899254,44.3120781629044],[6.82864479358646,44.312022909195],[6.82866470612602,44.3119948084834],[6.82873410749868,44.311972814015],[6.82883097329014,44.3119537778266],[6.82890343865975,44.31189643901],[6.82893423120199,44.3118679591409],[6.82898414402067,44.3117996602681],[6.8289887920917,44.3117877524808],[6.82899904024032,44.3116973440548],[6.82903062464308,44.3116805823891],[6.82908608137206,44.3116943110666],[6.82914101010121,44.3117002275651],[6.82923560345848,44.3117282534962],[6.8293444049152,44.3117244620161],[6.82942056592624,44.3117218079159],[6.8294423262138,44.3117210495919],[6.82949313512227,44.3117466858706],[6.82954235982892,44.3117488856778],[6.82964492908657,44.3117335652626],[6.82969906575626,44.3117277632592],[6.82973714625659,44.3117264360929],[6.82975452269325,44.3117414915999],[6.82975040289791,44.3117612115678],[6.82971829055615,44.3117701612922],[6.82968179433139,44.3117949248985],[6.82961212949782,44.3118130138885],[6.82954193653672,44.3118232906848],[6.82942119860663,44.3118118372218],[6.82932090091383,44.3117800949495],[6.82918410690524,44.3117731160271],[6.82912997013955,44.3117789177771],[6.82909970576591,44.3118152098515],[6.82911217000095,44.311838267177],[6.82912130626138,44.3118927626746],[6.82912341836532,44.3119240112826],[6.82906648144865,44.3119690633283],[6.82911422642576,44.312030044035],[6.82914195496792,44.3120369083574],[6.82918003568893,44.3120355813837],[6.82929269368946,44.3120081639291],[6.82928313361233,44.312028073456],[6.8292849817856,44.312055415987],[6.82928867813748,44.3121101010501],[6.82926929391506,44.3121460140284],[6.82921700494654,44.3121791583552],[6.82917147612571,44.3122316434721],[6.82913323545589,44.3123112815423],[6.82911253099443,44.3123276641126],[6.82902812897643,44.3123697578933],[6.82898777596219,44.3124181473005],[6.82896268729556,44.3124503437117],[6.82888583712669,44.3125234964477],[6.82885066003966,44.3125677901761],[6.82880845877037,44.3125888369764],[6.82876002533649,44.3125983550742],[6.82867377475533,44.3126131060409],[6.82860674840315,44.3126702551858],[6.82865211761644,44.3126960814049],[6.82871819159642,44.3127055251104],[6.82879382596656,44.3126950592861],[6.82879873814527,44.3126870575799],[6.82892428607858,44.3126082928281],[6.82903229721486,44.3125927834218],[6.82921699850348,44.3125824321036],[6.82932500951043,44.31256692241],[6.82938817907339,44.3125333988683],[6.82947976479427,44.3124362405747],[6.8295081809631,44.312372605853],[6.82953316450707,44.3122581921417],[6.82955202051259,44.3122144669639],[6.82961798917992,44.3121416929543],[6.82965807740875,44.3120893972473],[6.82970746144274,44.3120132858891],[6.82981599935363,44.312005587867],[6.82985223159177,44.3119769181393],[6.82992960791003,44.3119115768954],[6.83006909609562,44.3117970873832],[6.83013849668143,44.3117750920306],[6.83015946472838,44.3117626153448],[6.83022965750243,44.3117523381547],[6.83029652292492,44.3117734991268],[6.83034030761197,44.3117758882006],[6.83040558849826,44.3117736126696],[6.83045454915954,44.3117719059959],[6.83053535792606,44.3117573432743],[6.83060011055499,44.3117472554832],[6.83072908749806,44.3117192676433],[6.83080472018128,44.311708800441],[6.83090237723024,44.3117014806452],[6.83092413749018,44.311700722028],[6.83100003425399,44.3116941607627],[6.83105934666523,44.31168426236],[6.83112436326729,44.3116780803315],[6.83102522836994,44.3117441810502],[6.83103357402155,44.3117869581728],[6.83109552800721,44.3118161204621],[6.83116624898446,44.311813654816],[6.83123538500688,44.3117877527002],[6.83126020793013,44.3117516497102],[6.83127906243526,44.3117079242468],[6.83128450249965,44.3117077345743],[6.83130135101697,44.3117149776959],[6.83137962526437,44.3117435708024],[6.83143920183282,44.3117375782648],[6.83149719333399,44.3117081492754],[6.83155412805713,44.3116630959769],[6.83157868654193,44.3116230868475],[6.83159368579797,44.3116029874371],[6.83161227581358,44.3115553558504],[6.83161148326508,44.3115436376424],[6.83154023428823,44.3115382914354],[6.83144986685255,44.3115727646047],[6.83132432472097,44.3116515322005],[6.83125957233022,44.3116616204175],[6.83117068229415,44.3116373126318],[6.83105950381998,44.3116059512814],[6.83097790298542,44.3116087961741],[6.8308753343137,44.3116241178316],[6.83069248528901,44.3116618144324],[6.83055780428262,44.3116860857934],[6.83037363435528,44.3117042515041],[6.83027624132485,44.3117154769032],[6.83020060853516,44.3117259437421],[6.83013559177748,44.3117321252247],[6.83002055806546,44.3117243888774],[6.82997930871898,44.3116788432592],[6.82992332365476,44.311657302885],[6.82975388948435,44.311651462299],[6.82967799263349,44.3116580227041],[6.82955857523699,44.3116660997638],[6.8295259348394,44.3116672372827],[6.82944950987218,44.311665985381],[6.82939458114401,44.3116600690367],[6.82930410776452,44.3116123232934],[6.82925926716332,44.3115943095069],[6.82923977874689,44.3115480053221],[6.82916816172608,44.311456534358],[6.82910488907697,44.3114078406123],[6.82900696829901,44.3114112527356],[6.82892378365964,44.3113906596518],[6.82879137473018,44.3113678663844],[6.82867792581956,44.3113835650888],[6.82864195734439,44.3114161404977],[6.82865959737401,44.3114351022518],[6.82875419005098,44.3114631285935]],[[6.82856078763742,44.312070861727],[6.8285433275891,44.3120951607099],[6.82854913705655,44.3121153144838],[6.82857541301441,44.3121259001276],[6.82857641942441,44.3121407920489],[6.82855597595769,44.312145909001],[6.82853322847021,44.3121471909476],[6.82850735492354,44.3121476029837],[6.82848224388163,44.3121492119714],[6.82842642029928,44.3121401451456],[6.82840386794357,44.3121291850343],[6.82840606007144,44.3121212781129],[6.82842364865699,44.3120991313258],[6.82844707328896,44.3120826541209],[6.82847892203895,44.3120697986884],[6.82852709109581,44.3120563746391],[6.82855648373467,44.3120475200301],[6.8285710079146,44.3120607174565],[6.82856078763742,44.312070861727]]]]};8886.0;bon
156;Col de la Cayolle;{"type":"MultiPolygon","coordinates":[[[[6.75232177630318,44.2621580173095],[6.75222482134354,44.262434320322],[6.75223489449789,44.2624574956846],[6.75233006059862,44.2625196837895],[6.75244504044848,44.2625157542829],[6.7527028015574,44.2624118479719],[6.75264798778171,44.2623360165876],[6.75257032797685,44.2621730423248],[6.75232177630318,44.2621580173095]]]]};1064.0;mauvais
157;Madone de Fenestre;{"type":"MultiPolygon","coordinates":[[[[7.35321028878818,44.0915441601149],[7.35330272995254,44.0915009691086],[7.35362938742147,44.0914112581991],[7.35380430411039,44.0913787276791],[7.35398121889331,44.0912796287401],[7.35404415631302,44.0911748347688],[7.35421989849489,44.0910604385278],[7.35440106228685,44.0911094906649],[7.35450557600027,44.0911769356912],[7.3545306607243,44.0913191440282],[7.35454945190468,44.0914718318001],[7.35458634312047,44.0915828833354],[7.35470617919321,44.0916650621506],[7.35488495749875,44.0917755826975],[7.35497762272596,44.0919662472042],[7.35516308673679,44.0920713868332],[7.355356451121,44.0920943795055],[7.35561466119168,44.0921301348448],[7.35584930302412,44.0921361404332],[7.35583246147311,44.0920089476894],[7.35576175611732,44.0919197002281],[7.35571735392918,44.0918958947028],[7.35530124262202,44.0916516133971],[7.35491143671069,44.091472772699],[7.35469498682611,44.091241002793],[7.35437085591971,44.0909930586542],[7.35383331597109,44.0907382598499],[7.35344381801667,44.0907486389768],[7.3534429437688,44.0909225670218],[7.3534275296167,44.0910919589193],[7.35330052806092,44.0911941861561],[7.35305086693633,44.0914553663623],[7.35305094793429,44.0914554114761],[7.35321028878818,44.0915441601149]]]]};9151.0;moyen
158;Estrop;{"type":"MultiPolygon","coordinates":[[[[6.79586931801875,44.2206571740493],[6.79595314167326,44.220689509145],[6.79605299850434,44.2207173744356],[6.79615593500639,44.2207098979024],[6.79627130238233,44.2207254812785],[6.79648548157869,44.2207533055193],[6.79665182318865,44.2207984448221],[6.79679597364614,44.2209187372358],[6.79700399571636,44.2210172439793],[6.79723237967281,44.2210132550442],[6.79739558573864,44.2210115215071],[6.79755670044142,44.2209785399216],[6.79778429989948,44.2209628319115],[6.79803112863933,44.221071738581],[6.79822285891009,44.2211708070796],[6.79837395451507,44.2212321317666],[6.79852060517175,44.2212270546903],[6.79855836421906,44.2212218324056],[6.79856791978003,44.2212019264456],[6.79855031782975,44.2211829607131],[6.79850529690945,44.2211610292212],[6.79842951739907,44.221167567767],[6.79835315545448,44.221084080821],[6.79826802250962,44.2210322176804],[6.79819479853744,44.2209956023179],[6.7981670589958,44.2209065170189],[6.79817452295237,44.2208553633041],[6.79822262179644,44.2208419531346],[6.79822053008424,44.2208107053441],[6.79819618959591,44.2207723977184],[6.79817315644176,44.2207536199568],[6.79808880851968,44.2207134746071],[6.79814803163449,44.2207035944004],[6.79818186845742,44.2206397826413],[6.79819037820872,44.2206042528261],[6.79820196623937,44.2205333812234],[6.79825831302993,44.2204805352528],[6.79829673723772,44.2203226040569],[6.79822017443727,44.2203174245376],[6.79819014128554,44.2202753989758],[6.79815206220163,44.2201945017044],[6.79809016601162,44.2200831087327],[6.79800294324501,44.2199999976329],[6.79786788403628,44.2199342024687],[6.7977207138091,44.2199314667234],[6.79762065452881,44.2199819104293],[6.79746169213056,44.2201283533325],[6.7972786506694,44.2202403941727],[6.79709090357268,44.2202821271551],[6.79691172408362,44.2203705435658],[6.79677291636421,44.2204927977858],[6.79663149451033,44.2205759920666],[6.79652934235315,44.2205951869772],[6.79640932773543,44.2205915097452],[6.79630174402152,44.220610892383],[6.7961683095635,44.2206507444457],[6.79608088359925,44.2206459392874],[6.79600792284624,44.2206132284522],[6.79588038635326,44.2205784907319],[6.79586931801875,44.2206571740493]]]]};12442.0;bon
159;Madone de Fenestre;{"type":"MultiPolygon","coordinates":[[[[7.36698706075385,44.1038150827766],[7.36696800294612,44.1037986345571],[7.36697410601697,44.1037625889484],[7.36693164860927,44.1037642826393],[7.36680683515994,44.1037564750634],[7.36671603188291,44.1037294096378],[7.36658060419278,44.1037220252037],[7.36651828907722,44.1037424118879],[7.36639679227201,44.1038239768876],[7.36629712436117,44.1038663116624],[7.36615892856516,44.1039152975907],[7.36608343973603,44.103948995911],[7.36599026015082,44.1039833997306],[7.3659568371009,44.1040103056695],[7.36590914239479,44.1040246746423],[7.36583693214272,44.1040202022714],[7.36571585223585,44.1040148018317],[7.36558316536153,44.1040431089548],[7.36556035650352,44.104069591483],[7.36550257141396,44.1040565520909],[7.3654318086278,44.1040593739501],[7.36540134966911,44.1040324583387],[7.36535378746215,44.1040138966242],[7.36534396997287,44.1039784860027],[7.36528854836867,44.1039500084955],[7.36525965591246,44.103943488732],[7.3652439370104,44.1039236571897],[7.3652586907131,44.1038847094737],[7.36525733392258,44.103820831246],[7.36523867812033,44.1037627574209],[7.36517244662676,44.1037321536288],[7.365177551088,44.1037524084306],[7.36520287765444,44.1038511329533],[7.36520089204784,44.1039177017529],[7.36521974365773,44.1039783250753],[7.36528873040552,44.1039985898124],[7.36529579292173,44.10404433947],[7.3653887498622,44.1040994504203],[7.36548840525723,44.1041031483001],[7.36560633881479,44.1041137890597],[7.36567691929117,44.1040623857684],[7.36576851926031,44.1040536181666],[7.36581666910324,44.1040798281565],[7.36583514725663,44.1040843177671],[7.36588899850175,44.1040974019274],[7.36589488655544,44.1041278546394],[7.36590077461543,44.1041583073515],[7.36594340171234,44.1042512272183],[7.36598053248496,44.1043187933327],[7.36601571819439,44.1043148327465],[7.36606368799454,44.10428305265],[7.36616768905886,44.1042141517196],[7.36623572321206,44.1041296047679],[7.36638868530408,44.1039956390332],[7.36649896776406,44.1039528807938],[7.36658466631009,44.1039596916641],[7.36673542226827,44.1039818084588],[7.36695124825269,44.1039731990779],[7.36694772254175,44.103927308388],[7.36694734321616,44.1038761775932],[7.36697566060706,44.1038290166353],[7.36698706075385,44.1038150827766]]]]};2698.0;mauvais
160;Madone de Fenestre;{"type":"MultiPolygon","coordinates":[[[[7.37067720692478,44.0892296313934],[7.37048456574058,44.0893544553505],[7.37030211642053,44.0895179155979],[7.37021167928086,44.0896568781485],[7.37025286888105,44.0897229090383],[7.37028447412508,44.0897112353589],[7.37028709689944,44.089604411352],[7.37037911974429,44.0895330610477],[7.37047134183579,44.0894643056123],[7.3705103567341,44.0894080865113],[7.37062698278153,44.08932794475],[7.37066459145601,44.0893004137484],[7.37075440944784,44.0892473715197],[7.37081022852672,44.0891748637479],[7.37075501741998,44.0892083035987],[7.37067720692478,44.0892296313934]]]]};380.0;moyen
161;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.19520099403986,44.1155478916141],[7.19523646218566,44.1155302302403],[7.19526271843332,44.1155027327126],[7.19527205091937,44.1154758835725],[7.19527172152733,44.1154331020879],[7.19526233027968,44.1153825165298],[7.19517324114619,44.115363513769],[7.19516018803427,44.1153782785557],[7.19512576992648,44.1154101643775],[7.19508706048346,44.1154605549208],[7.19508678976011,44.115495208135],[7.19510581343176,44.1155230087204],[7.19511859588681,44.1155428971544],[7.19513611962886,44.115550377056],[7.19517278777491,44.1155489722458],[7.19520099403986,44.1155478916141]]]]};234.0;bon
