id;nom_site;geojson;surface;etat
325;Madone de Fenestre;{"type":"MultiPolygon","coordinates":[[[[7.36215153159204,44.1000863299193],[7.36242905303903,44.1000957285785],[7.36238741306821,44.1000155549816],[7.3622997968126,44.0998911825278],[7.3622519613028,44.0995452984697],[7.36239236644954,44.0993402350486],[7.36237707335416,44.0992334386869],[7.36228160005833,44.0990991503199],[7.36220109362392,44.0988824324603],[7.36228645748226,44.0987000209003],[7.36226771736876,44.0986372290999],[7.36222913482356,44.0985079520024],[7.36216786719817,44.0983569568033],[7.36206791240968,44.0982105086769],[7.36203193156402,44.0981577915684],[7.36197066483891,44.0980067962877],[7.36193649383117,44.0979314396178],[7.3617808984514,44.0977535158517],[7.36165911659065,44.097553786325],[7.36141659390557,44.0975378771501],[7.3614098758273,44.0976353213825],[7.36148177078175,44.0977398623801],[7.36170182746024,44.0979254470471],[7.36183029457833,44.0981197956491],[7.36187858365566,44.0982866518288],[7.36201018231621,44.0985217920065],[7.36215241181554,44.0987104774006],[7.36204112529973,44.0988325471241],[7.3619950514769,44.099064538405],[7.36204376588357,44.0991444301456],[7.36217735619819,44.0993130016539],[7.36199250674739,44.0995863251556],[7.36200186444289,44.0998007639178],[7.36215153159204,44.1000863299193]]]]};5352.0;bon
326;Madone de Fenestre;{"type":"MultiPolygon","coordinates":[[[[7.35644574141989,44.0945136716519],[7.35669057368196,44.0946062172544],[7.35674441881484,44.0946143030607],[7.35679435624765,44.0945713990819],[7.35691371829733,44.0944157691853],[7.35698767770877,44.0942696182824],[7.35703038504128,44.0941323831844],[7.35697028778166,44.0940427139398],[7.35687913446954,44.0939645099528],[7.35671430014137,44.0938508798035],[7.35660762977976,44.0937553924276],[7.35653635576431,44.0936124653493],[7.35641091709198,44.0937350922298],[7.35636701540377,44.0939030617075],[7.35640645150439,44.09404725612],[7.35643490534465,44.0941407423718],[7.35646887142121,44.0942135511138],[7.3564534862907,44.0943369121518],[7.35644574141989,44.0945136716519]]]]};3511.0;moyen
327;Madone de Fenestre;{"type":"MultiPolygon","coordinates":[[[[7.36839179222647,44.0918222702158],[7.36857562761544,44.0917706832184],[7.36868446206676,44.0916830459943],[7.36892332290436,44.0915485718079],[7.36919158454495,44.0914207321062],[7.36936663218203,44.0913018188665],[7.36935263990894,44.0912607309104],[7.36913563763627,44.0911626745779],[7.36907084058548,44.091118408899],[7.36904184857404,44.0910701109725],[7.36898664554915,44.0910566971708],[7.36901882817764,44.0911465142858],[7.3689807967274,44.0912625604518],[7.36891656486943,44.0913666379294],[7.36878852151035,44.0914862770731],[7.36862108310026,44.0915632390661],[7.36856444999018,44.0916722188278],[7.36845322265364,44.0917287165286],[7.36838440332221,44.0917731098618],[7.36836479432718,44.0917999215963],[7.36839179222647,44.0918222702158]]]]};1560.0;bon
328;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.19096704270324,44.114633547833],[7.1909725075724,44.1145925825183],[7.19084255796262,44.1145180816193],[7.19077568398671,44.1144167128756],[7.19065878908229,44.1143274475096],[7.19055869431991,44.1142742196134],[7.19051159125695,44.1142108124365],[7.19037939578661,44.1141058299142],[7.19034090456678,44.114044130924],[7.19027672877021,44.1139793392102],[7.19023242086046,44.1138771066686],[7.19020740750009,44.1137680223539],[7.19018554033457,44.1137016115645],[7.1901012958186,44.1135947938411],[7.19005761360153,44.1135394068504],[7.19003100448135,44.1134854043357],[7.19000541825663,44.1134069090157],[7.18993308158851,44.1133465050567],[7.18989746335464,44.1133621326208],[7.1899653316106,44.113400291734],[7.18999076797023,44.1134767549904],[7.18999241584565,44.1134991077896],[7.19000387359633,44.1135394254546],[7.19005289722119,44.1135905324596],[7.19008349957883,44.1136219663091],[7.19011812100695,44.1136695487995],[7.1901573607988,44.1137414082189],[7.19016065669719,44.1137861138189],[7.19019023644726,44.1138420404492],[7.1902057134849,44.1138985067486],[7.19024600226583,44.1139845906554],[7.19026562233879,44.1140205203497],[7.19030708384374,44.1140841435009],[7.19036144969805,44.114130970362],[7.19042961883105,44.1141731933492],[7.19045844991938,44.1142189595545],[7.19050615223918,44.1142904950458],[7.19058101163162,44.1143467265672],[7.19062823848673,44.1143734484632],[7.19068140621025,44.1144040185905],[7.19072419068505,44.1144472129221],[7.19077381508915,44.1145064479208],[7.19080159775313,44.1145379895349],[7.19084555476409,44.1145587230721],[7.19087822946056,44.1145798884013],[7.19091210292269,44.114617310302],[7.19096704270324,44.114633547833]]]]};610.0;mauvais
329;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.19450071291995,44.1138013120431],[7.19451938107818,44.1139009591538],[7.19448751297161,44.1139673898882],[7.19446353541666,44.1140640855343],[7.19447247583068,44.1141085749232],[7.19447996270271,44.1140950423521],[7.19448566152412,44.1141722609064],[7.19446048413133,44.1142527000236],[7.19443140750779,44.1142803053843],[7.19432455470083,44.1143271924516],[7.19431420094961,44.1143785343475],[7.19431290875259,44.1144376803935],[7.19433655184245,44.1144897578698],[7.19434167940559,44.1145975655078],[7.19431500197672,44.1146576839302],[7.1942724220001,44.1146939577295],[7.19423740396163,44.1147177149879],[7.19418309165481,44.1147483247031],[7.19415833482437,44.1147961426447],[7.19412838663974,44.1148502728593],[7.1941437356359,44.114828287924],[7.19410892461636,44.1149315118876],[7.19408344644075,44.1150078868138],[7.19403705286266,44.1151074787654],[7.19401619458341,44.1152081304775],[7.19403017623237,44.1152442755875],[7.19405451205817,44.115229078801],[7.19408228612989,44.1151454835966],[7.19410791432674,44.1150711407338],[7.19415133719193,44.1149696247221],[7.19414818804799,44.1149269512822],[7.19419563984039,44.1148033744525],[7.19426402643752,44.1147335071992],[7.19430705634167,44.1147033296066],[7.19437499278234,44.1146273660838],[7.19437997651404,44.1145415870648],[7.19435837534254,44.1144405238868],[7.19433977353616,44.1143801020634],[7.19434346513596,44.114353469101],[7.19438457393909,44.1143355919314],[7.19446916212697,44.1142936332994],[7.19450562177196,44.1142127619967],[7.19452026670467,44.1141429153909],[7.19451132624788,44.114098426005],[7.19449926531265,44.1140499805307],[7.19450991877624,44.1140027027605],[7.19451895143178,44.1139717895722],[7.19453377514387,44.1139426923582],[7.19454754904577,44.1138993706746],[7.19452906830092,44.1138022636522],[7.19450071291995,44.1138013120431]]]]};524.0;moyen
330;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.1854270623602,44.1076227593389],[7.18541253435352,44.1076344001555],[7.18541179820462,44.1076567134717],[7.18542841504601,44.1076723635713],[7.18547413093015,44.107695472496],[7.18551441916389,44.1077256458713],[7.18554021126443,44.1077366595899],[7.18556937327333,44.1077449731084],[7.18560390003203,44.1077453674292],[7.18562463251488,44.1077522889424],[7.18565373160492,44.1077597477223],[7.18566735628419,44.1077832262804],[7.18569313620798,44.1078263825193],[7.18571650259569,44.1078529171378],[7.1857494848067,44.1078807983809],[7.18577484607698,44.1079021139897],[7.18578049150407,44.1079464685293],[7.18577628863891,44.1080186274962],[7.18577557191244,44.1080735107379],[7.18578684351934,44.108129649906],[7.18581734685824,44.1081884823225],[7.18586618145522,44.1082054720224],[7.18589066170793,44.1082148215806],[7.18591280820131,44.1082894016816],[7.18591284692812,44.1083545415278],[7.18587929296279,44.1084158229354],[7.18588244013146,44.108458558753],[7.18588520964379,44.1084961662732],[7.18590571969829,44.1085485237605],[7.18590937044592,44.1085980973117],[7.18594276961181,44.1086962466647],[7.18596536628275,44.1087409106325],[7.18597544350824,44.108729937239],[7.18600087077485,44.1087464116551],[7.18598209522137,44.108681029208],[7.18597869618528,44.1086348745225],[7.1859688090757,44.108597539119],[7.18596116859769,44.1085584035772],[7.18595865081065,44.108524214923],[7.18594326339106,44.1084768043343],[7.18593362810887,44.1084428877961],[7.18594870558144,44.1083891697445],[7.18595643314032,44.1083648748674],[7.18594451249606,44.1082676186247],[7.18594636205598,44.108228120268],[7.18591974170207,44.1081897103707],[7.18585778578774,44.1081560798869],[7.18584728874137,44.1081427672396],[7.18583026501963,44.1080731340234],[7.18581888680665,44.1080478553471],[7.18582535553298,44.1080064661599],[7.18582308961994,44.1079756963774],[7.18584354145871,44.1079303441104],[7.18583128207983,44.1078930994116],[7.18579380662871,44.1078688184613],[7.18575656369917,44.1078153864485],[7.18570483422874,44.1077590797605],[7.18562089725968,44.1077177182863],[7.18557743748022,44.1077090942492],[7.1854908764593,44.1076644045091],[7.18545063211884,44.1076025159316],[7.18544925924261,44.1076025891027],[7.18545085239481,44.1076055074384],[7.18542838641721,44.1076235087044],[7.1854270623602,44.1076227593389]]]]};576.0;moyen
331;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.85087565657342,44.3101858292609],[6.85108524071175,44.309946984765],[6.85110076546273,44.3095415023485],[6.85148112186192,44.3092471092498],[6.85208658715041,44.3088971683627],[6.8522185475338,44.3088638405503],[6.8522185475338,44.3087471930581],[6.85151993373938,44.3088416219983],[6.85125601297261,44.3089249415252],[6.85128706247458,44.3088360673589],[6.85134916147853,44.3087805209367],[6.85153545849037,44.3086027720322],[6.85172175550221,44.3084639053261],[6.85182266638363,44.3082694913855],[6.85164413174728,44.308136178597],[6.85142678523346,44.3081195144771],[6.85112405258921,44.3083361476662],[6.85093775557737,44.3085972173703],[6.85081355756947,44.3085694440527],[6.85084460707145,44.3084639053261],[6.8508989436999,44.3083250382914],[6.85099985458132,44.308075076801],[6.85118615159316,44.3078917710316],[6.85127930009909,44.3076418076961],[6.85108524071175,44.3075140482469],[6.85087565657342,44.3076640267024],[6.85061173580665,44.3078973257603],[6.85044872592128,44.3081250691843],[6.85037886454184,44.308458350651],[6.85044096354579,44.3085694440527],[6.85063502293312,44.3086583186227],[6.85063502293312,44.3089638239306],[6.85037110216634,44.3089860424364],[6.85011494377506,44.3088082941544],[6.8500683695221,44.3086138813545],[6.84981221113082,44.3081861709282],[6.84965696362095,44.3080417485219],[6.84946290423361,44.3079973107869],[6.84915240921387,44.3080306390913],[6.84902044883048,44.3081306238909],[6.84910583496091,44.3082472726085],[6.84927660722176,44.3084639053261],[6.84926108247078,44.3086416546511],[6.84943185473163,44.3089027229963],[6.84976563687785,44.3091693447886],[6.84991312201223,44.309424856203],[6.85008389427309,44.3095970480506],[6.85021585465648,44.3097192484101],[6.85045648829677,44.3098636666889],[6.8506660724351,44.3100191936686],[6.85073593381454,44.3100969570039],[6.85087565657342,44.3101858292609]]]]};28728.0;bon
333;Salso-Moreno;{"type":"MultiPolygon","coordinates":[[[[6.90000827832783,44.3401863211525],[6.89991263026601,44.3403492354729],[6.90011020078458,44.3403422266804],[6.90030496029739,44.3402944095104],[6.90043138780956,44.3402060717662],[6.90061473487995,44.3401167417707],[6.90097191906289,44.3400273716862],[6.90114244148156,44.3399793945867],[6.9015562849372,44.339864498322],[6.90186165625295,44.339871045625],[6.90203180034587,44.3399416941839],[6.90203663185794,44.339763606731],[6.90185957293687,44.3397167082491],[6.90179375913892,44.3397129155943],[6.90168496306131,44.3397055292683],[6.90131764670013,44.3397717386878],[6.90091156157432,44.3398751111603],[6.90070869404143,44.3399293456509],[6.90053712766812,44.3399415704623],[6.900288658809,44.3400577517622],[6.90000827832783,44.3401863211525]]]]};3222.0;moyen
334;Encombrette;{"type":"MultiPolygon","coordinates":[[[[6.69644714536761,44.2151300451632],[6.69653582101313,44.2150713778876],[6.69650853619912,44.2149442652567],[6.69638575453611,44.2149149315337],[6.69627661528009,44.2149442652567],[6.69626979407659,44.2151104894111],[6.6963380061116,44.2151447119729],[6.69644714536761,44.2151300451632]]]]};431.0;bon
335;Merveilles;{"type":"MultiPolygon","coordinates":[[[[7.44720846790585,44.0519407935504],[7.44719420347742,44.0519174494763],[7.44715263674473,44.0519161491399],[7.44710833485312,44.0519329030718],[7.44698963223266,44.0519526821457],[7.44691406639809,44.0519408020722],[7.44686330082251,44.0519279135998],[7.44679733893661,44.051879756832],[7.44674086987649,44.0518999958182],[7.44667543499748,44.0519116277672],[7.44654456515926,44.0519348915481],[7.4465351941045,44.0519741491717],[7.446628985282,44.052060051292],[7.44671561415783,44.0521073679046],[7.44677738190634,44.0521018660596],[7.44680445143703,44.0520768413745],[7.44682942375727,44.0520249873514],[7.44686155869379,44.0520117187435],[7.44692722667544,44.0520030677192],[7.44698072753862,44.0519979018808],[7.44708842833794,44.0519965132343],[7.44713802884201,44.051994496422],[7.44717866347639,44.0519838726198],[7.44720846790585,44.0519407935504]]]]};616.0;bon
336;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.83954258835292,44.3078140047746],[6.8406953011137,44.3081139597694],[6.84110282582711,44.3082000576793],[6.84144048916108,44.308263936692],[6.84167724161363,44.3081833935776],[6.84120373670853,44.3079556503799],[6.84092041000302,44.3077834537169],[6.84059439023229,44.3075140482469],[6.84031494471452,44.3074057302353],[6.83966290517307,44.307375178965],[6.83954258835292,44.3078140047746]]]]};7706.0;mauvais
343;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.82217991725812,44.3254550266053],[6.82213096252614,44.3254701826058],[6.82208366830409,44.325509945821],[6.82202667292757,44.32554481439],[6.82203046128478,44.3255700950595],[6.82205996712052,44.3255907443267],[6.82211941378143,44.3256230586299],[6.82216651037147,44.3256266528467],[6.82221742413172,44.325594237963],[6.82227964557431,44.3255442390781],[6.82233509880751,44.3255019497649],[6.82244002408931,44.3254213161757],[6.82248199127527,44.3253951916866],[6.82251936682672,44.3253749178937],[6.82244842909538,44.3253530083125],[6.82239461684792,44.325381039569],[6.82230997786683,44.3254228490326],[6.82226998745773,44.3254474098621],[6.82221706101837,44.3254499978176],[6.82217991725812,44.3254550266053]]]]};414.0;moyen
337;Escuzier, Sagnas, Colombart;{"type":"MultiPolygon","coordinates":[[[[6.79739733423788,44.3076273546935],[6.7973853274492,44.3075905753202],[6.79738297119197,44.3075554200267],[6.79740313037155,44.3074901226765],[6.79742033691605,44.3074621216839],[6.79747146196428,44.307411414909],[6.79751108203458,44.3073924272604],[6.79751324911718,44.307343412471],[6.79752773568508,44.3073155054645],[6.79757731881198,44.3072824702877],[6.79761434979207,44.3072655296768],[6.79767612144319,44.307251649155],[6.79768310285171,44.3072337894994],[6.79767025967377,44.3072048694513],[6.79767295026026,44.3071636669477],[6.79765129294007,44.3071252635569],[6.79768537139754,44.3071456192831],[6.79772603852188,44.3071422561281],[6.79776539648831,44.3071193622484],[6.7978123903558,44.3070883740467],[6.79783906534776,44.3070796216777],[6.7978775067922,44.3070430562627],[6.79788773165183,44.3070329148691],[6.79793446353918,44.3069980204751],[6.79796398925291,44.3069911271355],[6.79803870520088,44.3069670109982],[6.79807081982013,44.3069580705458],[6.79821510329942,44.3069550407471],[6.79827467833629,44.3069490661903],[6.79829538974207,44.3069326894695],[6.79836037467843,44.3068854183329],[6.79839389969243,44.3068568530643],[6.79840438629941,44.3068506177635],[6.79843892893208,44.3067965685498],[6.79844577910638,44.3067767557799],[6.79843408424268,44.3067243049659],[6.79841930657149,44.3067071974546],[6.79831788662469,44.3066989578482],[6.79823291671711,44.3066921071079],[6.79815119038669,44.3066929745658],[6.79801467434375,44.3066898630301],[6.79793556641594,44.3067297917336],[6.7978745809058,44.3067553908206],[6.79782447474686,44.3067806138406],[6.79780559608328,44.3068243334604],[6.7977749215622,44.3068547576127],[6.79770616901355,44.3068864978416],[6.79762172253789,44.3068874589117],[6.79757132512172,44.3068676671831],[6.79756575450161,44.3068659021165],[6.79750850661634,44.3068659230751],[6.79747871910279,44.3068689101498],[6.79744542630752,44.3068602727889],[6.7974021631424,44.3068554057858],[6.79738857113294,44.3068661528984],[6.7974111153985,44.3068771193414],[6.79742979079609,44.3069117106314],[6.79745639311688,44.3069832222729],[6.79747731026657,44.3070055011119],[6.79751084868869,44.3070635592624],[6.79749249331242,44.3071150911195],[6.79749380237141,44.3071346218326],[6.79747725048977,44.307172388189],[6.79744333211434,44.3071950939682],[6.79736769930003,44.3072055382029],[6.79730527312542,44.307209653193],[6.7972915428612,44.307208170099],[6.79717147575798,44.307206446614],[6.79707081159955,44.307168815787],[6.79704594008462,44.3071638024776],[6.79702133035353,44.3071626953064],[6.79701055295258,44.3071239158342],[6.79702346903596,44.3070725720349],[6.79696812670805,44.3070196717964],[6.79693145960651,44.3070013629076],[6.79688456750042,44.3069931953077],[6.79678508184107,44.3069731418698],[6.79674362950377,44.3069647862442],[6.79671744931927,44.3069402421407],[6.79671535526036,44.3069089929881],[6.79670703621814,44.3068662133658],[6.79667141631578,44.3068635289675],[6.7966513303031,44.3068485622494],[6.79661285968284,44.3068440187395],[6.79657478168957,44.3068453344326],[6.79654499413765,44.3068483212543],[6.79650498151023,44.3068614493331],[6.79650019615043,44.306871402646],[6.79651264604123,44.3068944636093],[6.79653505927624,44.3069034771597],[6.79658752185176,44.3069134100248],[6.79661733795583,44.3069515316855],[6.79667694172078,44.3069866664892],[6.79676633319257,44.3070188143873],[6.79681361794961,44.3070328412538],[6.79688954112296,44.3070674120413],[6.79691896485284,44.307099674407],[6.7969414069888,44.3071497963735],[6.796946613715,44.3071868107547],[6.79696152195462,44.3072058715398],[6.7969794118554,44.3072287444795],[6.79697010301502,44.3072525572939],[6.79692425778826,44.3072600142863],[6.7968785434345,44.3072694243318],[6.79682221132342,44.3072831164384],[6.79679088161577,44.3073037749615],[6.79678416168146,44.3073255407057],[6.79679310661315,44.307336977191],[6.79682043629538,44.3073379904296],[6.79687729200199,44.3073321106126],[6.79690914523867,44.3073192643533],[6.79694384922654,44.3073082771703],[6.79697350611068,44.3073033371677],[6.7970484846732,44.3072831278437],[6.7970904608578,44.3072992956435],[6.79717493688048,44.3073394434829],[6.79723401780852,44.3073667657036],[6.79730499650217,44.3073682279821],[6.797378433275,44.3073656900739],[6.79737341528986,44.3074128457869],[6.79735971403333,44.307452471205],[6.79735184523621,44.3074977678442],[6.79732464636843,44.3074987078094],[6.79730665436316,44.3075149903561],[6.79730540339853,44.3075776766491],[6.79732065362938,44.3076221743228],[6.79739733423788,44.3076273546935]]]]};3806.0;mauvais
338;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.18498483502108,44.1077064621086],[7.18497874329175,44.1077529795388],[7.18498726399512,44.1078040811641],[7.18498677939429,44.1078298133458],[7.18500340559065,44.1078617484688],[7.18497795642522,44.1079038630794],[7.18490094185278,44.1079565198793],[7.18485252283457,44.1080097978862],[7.18485707237494,44.1081039074119],[7.18489870084738,44.1081845999937],[7.18493732765046,44.1082568360784],[7.18496732674298,44.1083088310008],[7.18502955287697,44.1083784507819],[7.18510725392454,44.10843205082],[7.1851931864812,44.1084681937142],[7.18525976148775,44.1084999337654],[7.18531573272899,44.1085492215692],[7.18536108118148,44.1085834872154],[7.18537868496652,44.1085960939916],[7.18538090487568,44.1085920623735],[7.18540219542176,44.1085739272628],[7.18541345724249,44.1085732497792],[7.18539440312593,44.1085513570212],[7.18533169190577,44.1085074696334],[7.18529396452474,44.1084797696373],[7.18524051072052,44.1084646704931],[7.18518579828578,44.108432476988],[7.18510635397852,44.1083875148603],[7.18503614807625,44.1083387710675],[7.18500228492885,44.1082989235676],[7.18498477758924,44.1082550224018],[7.18495639585318,44.1081926802007],[7.1849204120704,44.1081563422294],[7.18490164627178,44.1080953467187],[7.18490973301905,44.1080436103011],[7.18493541520847,44.1079723446526],[7.18501192633245,44.1079128500952],[7.18503786005504,44.107845003294],[7.18500870446513,44.1077398346086],[7.18498483502108,44.1077064621086]]]]};391.0;bon
339;Lac Vert de Fontanalbe et lacs Gias Pasteur;{"type":"MultiPolygon","coordinates":[[[[7.46937144656486,44.0835242982347],[7.46942325623406,44.083484755123],[7.46956762996049,44.0834414312436],[7.46962261120232,44.083378726468],[7.46964799835577,44.0833460204854],[7.46970170538457,44.083317915742],[7.46988348890524,44.0832932163838],[7.46996709496827,44.0832898012103],[7.47003785482922,44.0832753947209],[7.47012453960793,44.0832603376489],[7.47023864174422,44.0832384024683],[7.47030519460633,44.083221288659],[7.47046865086541,44.0832174900378],[7.4705462447608,44.0831884089974],[7.47057027743448,44.0831384840914],[7.47069917580948,44.0831015489016],[7.4707583623505,44.0830415506972],[7.4708001248863,44.083013933392],[7.47087546174749,44.0829561542744],[7.47093780721286,44.0829363329605],[7.4710214126884,44.0829329169831],[7.47110945070693,44.0829350778397],[7.47117690564721,44.0829294426396],[7.47126794116759,44.0828681427788],[7.47139172885216,44.0828170205379],[7.47152288287175,44.0828087822177],[7.47156314628368,44.082812894923],[7.47164330307047,44.0828671995036],[7.47163940319956,44.0829191809745],[7.47160531478346,44.0830443712242],[7.47160915161481,44.0830931575389],[7.47159234212767,44.0832349157418],[7.47163689411058,44.0832935543086],[7.47168692595374,44.0833202998583],[7.47174048767617,44.0833411431256],[7.47178608695639,44.0833623117571],[7.47179322808815,44.0834023260287],[7.47179150391039,44.0834311865577],[7.47176258811347,44.0834697952998],[7.47177258196304,44.083495297963],[7.4718443259837,44.0835441882382],[7.47199298664336,44.0835553870466],[7.47211505115456,44.0835331245028],[7.47222028765625,44.0835000335369],[7.47230606926832,44.0834734956063],[7.47239094785248,44.0834354784802],[7.47245809543687,44.0833751539123],[7.472502258435,44.0833272847605],[7.47254791940513,44.0832476852721],[7.47252883407883,44.0832081592195],[7.47248676439079,44.0831810886154],[7.47240527230188,44.0832621525382],[7.47234902181428,44.0833594588072],[7.4722542311589,44.0834237920774],[7.47213990370344,44.0834428595769],[7.47199222783366,44.0834949588981],[7.47186369928754,44.0834858163855],[7.47183665186363,44.0834466156023],[7.47189343630388,44.0834068679529],[7.47188494083423,44.0833496349891],[7.47182717210457,44.0833260847057],[7.47171118338459,44.0832732444817],[7.47166175846723,44.0831399509082],[7.47169276839997,44.0830264024579],[7.47172798511987,44.0829155610958],[7.47171903848839,44.0828525885693],[7.47167050556472,44.0827941127409],[7.47160101958245,44.0827739201995],[7.47153619192177,44.0827621742771],[7.47142847384207,44.082763696958],[7.47132631672106,44.0827851453383],[7.47119592068163,44.0828538115537],[7.47112493596705,44.082865349004],[7.47103644672305,44.0828574485918],[7.47096478498328,44.0828603765861],[7.47085068388463,44.0828823125184],[7.47077136588192,44.0829402542747],[7.47072960338622,44.0829678715678],[7.47069137076921,44.0829895866204],[7.47065073643617,44.0830315528095],[7.47056413250202,44.0830984290832],[7.47044695209478,44.0831320063902],[7.47036334629233,44.0831354219295],[7.47027208374109,44.0831938512613],[7.47015400047184,44.0832159491119],[7.46999828105248,44.0832165522171],[7.46988132567792,44.083252998708],[7.46977984390965,44.0832830550131],[7.46955358992012,44.0833009335966],[7.46933650542983,44.0833846542393],[7.46926048970189,44.0834338229461],[7.46929707692423,44.0834927876769],[7.46937144656486,44.0835242982347]]]]};2607.0;bon
340;Vallon du Ciot;{"type":"MultiPolygon","coordinates":[[[[7.52112053357421,44.0443092666181],[7.5210802065448,44.0443707198266],[7.52107569670973,44.0444097511248],[7.52104555493808,44.0444309846731],[7.52097304149933,44.0444615953779],[7.52093473044061,44.0445222938737],[7.5209306910521,44.044548580876],[7.52092691169752,44.0445731756636],[7.52096061936078,44.0446062706079],[7.52093524947222,44.0446373903274],[7.52095529375981,44.0447267891988],[7.52096734238105,44.0447698492078],[7.52100236626792,44.0448306271208],[7.52099256175005,44.0449243713376],[7.52099950959638,44.0450185896999],[7.52096033671129,44.0450636799769],[7.52093765984295,44.0452105468756],[7.52087856311506,44.0452946615759],[7.52082141810258,44.0453219144034],[7.52081524529327,44.0453638146262],[7.52081560455966,44.0454116045031],[7.52077490305156,44.0454965143108],[7.52076970546333,44.0455939571888],[7.5207283325552,44.0456975625149],[7.5207064364981,44.0458291421485],[7.52070427207987,44.0458969023254],[7.52074765152959,44.0458853190238],[7.52078098395203,44.0458851749852],[7.5207819648348,44.045748237379],[7.52081464971791,44.0456574363856],[7.52082519815554,44.0455102832312],[7.52085719446008,44.0454464428541],[7.52086186363021,44.0454178925533],[7.52087461235042,44.0453399387011],[7.52097513840657,44.0452615005397],[7.52101066112274,44.0450978556195],[7.52103558156803,44.0450314881124],[7.52104366101699,44.044916036134],[7.52107221621758,44.0448954099588],[7.5211959996558,44.0449875202134],[7.5212709503138,44.0450622037728],[7.52136074024813,44.0450997160067],[7.52139700057426,44.0451285519145],[7.52137896361312,44.0452171593824],[7.52137528435899,44.0452352339011],[7.52138243142837,44.0453251660129],[7.52135347887424,44.0454348827524],[7.52139587658398,44.0455486235202],[7.52143495434645,44.0456061224495],[7.52151420553154,44.0456806281026],[7.52159204661381,44.0457645259101],[7.52167355736691,44.0457860459654],[7.52164959565486,44.0457559237623],[7.5215468754973,44.0456574981952],[7.52147283913548,44.0455485616281],[7.52142265892807,44.0454836373357],[7.52142298774504,44.0454012715841],[7.52143284985826,44.0452946907954],[7.52143072433611,44.0452068845323],[7.52145877994889,44.0450917732612],[7.5214135683278,44.0450656409547],[7.52132892324076,44.0450318051673],[7.52124214934552,44.0449576104837],[7.52109649955026,44.0448617373845],[7.52105075471027,44.0447881797337],[7.521021865168,44.0446960352683],[7.52099335850747,44.0446629895819],[7.52101274732436,44.0445812943091],[7.52099018308753,44.0445483918573],[7.52102256048488,44.0445118738871],[7.52105172281711,44.0444746767101],[7.52111684940224,44.0444393155038],[7.52115776860044,44.0443707308658],[7.52119660299764,44.0443166221477],[7.52120860087879,44.044277623814],[7.52115949450827,44.0442703202454],[7.52112053357421,44.0443092666181]]]]};1472.0;moyen
341;Vallon du Ciot;{"type":"MultiPolygon","coordinates":[[[[7.52112053357421,44.0443092666181],[7.52115949450827,44.0442703202454],[7.52114929409987,44.0442505185648],[7.52112374477454,44.0442546861927],[7.5210406610277,44.0443219027766],[7.52099269764517,44.0443425535281],[7.52094596634352,44.0443787097924],[7.52090795680522,44.0444160611019],[7.52088333798431,44.0444590813827],[7.52087579316708,44.0444998401331],[7.52088519918079,44.0445367868029],[7.52092691169752,44.0445731756635],[7.5209306910521,44.044548580876],[7.52093473044061,44.0445222938737],[7.52097304149933,44.0444615953779],[7.52104555493809,44.0444309846731],[7.52107569670973,44.0444097511248],[7.5210802065448,44.0443707198266],[7.52112053357421,44.0443092666181]]]]};246.0;mauvais
342;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.84260872667285,44.3103913458399],[6.84315209295739,44.3106857331994],[6.8437497958704,44.3108968024727],[6.84406029089013,44.3109412380125],[6.84432421165691,44.311230068201],[6.8444561720403,44.3115355601228],[6.84503058782682,44.3116910826722],[6.84574472637222,44.3117410719756],[6.84649767679509,44.3120965502381],[6.84697118170019,44.3121576478476],[6.84694013219822,44.3120687785763],[6.84713419158556,44.3119354744171],[6.84735153809938,44.31176328943],[6.84739811235233,44.3116522020735],[6.8467227856844,44.3116744195616],[6.84614836989788,44.3114411355168],[6.84583787487814,44.311302275526],[6.84583011250265,44.311152306367],[6.84548080560544,44.3108801391366],[6.84510821158175,44.3106912876637],[6.84442512253833,44.3104413362503],[6.84380413249885,44.3104024548237],[6.84368769686644,44.3103191373942],[6.8432685285898,44.310130284116],[6.84299684544752,44.3100191936686],[6.84267858805229,44.3100025300833],[6.84260096429736,44.3099692028986],[6.84237585540804,44.3101025115239],[6.84248452866495,44.3103358008895],[6.84260872667285,44.3103913458399]]]]};27299.0;bon
